Date,Open,High,Low,Close,Volume
2005-02-08,9.636,9.705,9.636,9.67,4445000
2005-02-14,9.739,9.878,9.67,9.843,9944800
2005-02-15,9.843,9.947,9.774,9.912,11183120
2005-02-16,9.912,9.981,9.843,9.878,5028393
2005-02-17,9.878,9.947,9.843,9.912,5964812
2005-02-18,9.878,10.016,9.878,9.981,7404000
2005-02-21,9.981,10.016,9.947,10.016,6176200
2005-02-22,10.05,10.05,9.981,10.016,4930000
2005-02-23,9.947,9.981,9.809,9.843,8377000
2005-02-24,9.843,9.912,9.843,9.912,4579000
2005-02-25,9.912,10.05,9.912,9.981,5703142
2005-02-28,10.05,10.085,9.878,9.912,7049677
2005-03-01,9.809,9.912,9.809,9.878,4019000
2005-03-02,9.981,9.981,9.705,9.809,7307904
2005-03-03,9.705,9.739,9.601,9.705,8712000
2005-03-04,9.774,9.774,9.532,9.567,15121000
2005-03-07,9.705,9.705,9.601,9.601,2879366
2005-03-08,9.705,9.705,9.567,9.636,5275609
2005-03-09,9.67,9.912,9.636,9.809,21434304
2005-03-10,9.739,9.843,9.739,9.843,11827500
2005-03-11,9.878,10.016,9.843,9.981,18268326
2005-03-14,9.878,9.981,9.878,9.947,4170000
2005-03-15,9.843,9.947,9.809,9.878,9139499
2005-03-16,10.361,10.43,10.085,10.396,58729263
2005-03-17,10.258,10.327,10.223,10.258,13454635
2005-03-18,10.258,10.361,10.223,10.292,9498000
2005-03-21,10.292,10.292,10.119,10.223,5118756
2005-03-22,10.258,10.258,10.085,10.154,4593841
2005-03-23,10.016,10.119,10.016,10.085,7877208
2005-03-24,10.085,10.119,9.981,10.05,4434000
2005-03-29,10.05,10.05,9.912,10.05,12052000
2005-03-30,10.016,10.085,9.981,10.085,6119000
2005-03-31,10.188,10.188,10.119,10.154,5895292
2005-04-01,10.085,10.085,9.981,10.05,6851605
2005-04-04,10.016,10.016,9.947,10.016,5966401
2005-04-06,10.154,10.154,9.912,10.016,9159675
2005-04-07,10.085,10.154,10.016,10.119,5562290
2005-04-08,10.154,10.223,10.085,10.188,5911389
2005-04-11,10.154,10.188,10.119,10.154,3340250
2005-04-12,10.258,10.258,10.154,10.188,2985461
2005-04-13,10.188,10.223,10.154,10.188,3973444
2005-04-14,10.188,10.188,10.05,10.119,7714842
2005-04-15,10.119,10.119,10.05,10.085,5878559
2005-04-18,9.947,9.947,9.843,9.947,7794100
2005-04-19,10.05,10.05,9.947,10.016,3241255
2005-04-20,10.05,10.119,10.016,10.119,4790523
2005-04-21,10.05,10.154,9.981,10.154,6216592
2005-04-22,10.085,10.223,10.085,10.188,4601620
2005-04-25,10.188,10.223,10.154,10.188,4340598
2005-04-26,10.154,10.258,10.119,10.188,8397113
2005-04-27,10.119,10.188,10.085,10.119,4371000
2005-04-28,10.119,10.258,10.119,10.223,11489300
2005-04-29,10.223,10.258,10.188,10.223,7158000
2005-05-03,10.292,10.361,10.258,10.258,11579888
2005-05-04,10.364,10.364,10.293,10.329,7580556
2005-05-05,10.4,10.4,10.329,10.329,7053000
2005-05-06,10.293,10.364,10.258,10.293,4986472
2005-05-09,10.258,10.329,10.258,10.293,4282599
2005-05-10,10.329,10.364,10.258,10.258,3287700
2005-05-11,10.258,10.258,10.186,10.222,5217123
2005-05-12,10.258,10.258,10.186,10.258,4971405
2005-05-13,10.258,10.329,10.222,10.329,7723404
2005-05-17,10.329,10.471,10.222,10.293,10449130
2005-05-18,10.293,10.364,10.222,10.258,6105407
2005-05-19,10.293,10.4,10.258,10.329,5380113
2005-05-20,10.329,10.364,10.293,10.293,3149939
2005-05-23,10.329,10.329,10.222,10.258,2105205
2005-05-24,10.222,10.258,10.079,10.151,5942758
2005-05-25,10.186,10.222,9.937,10.008,9254566
2005-05-26,9.973,10.044,9.973,10.008,4865669
2005-05-27,10.222,10.222,10.079,10.151,2449671
2005-05-30,10.186,10.186,10.079,10.186,3522147
2005-05-31,10.222,10.222,10.008,10.044,4440659
2005-06-01,9.973,10.044,9.973,10.044,5370363
2005-06-02,10.079,10.079,9.973,9.973,3770506
2005-06-03,9.973,10.079,9.973,9.973,3312218
2005-06-06,10.008,10.115,9.937,10.008,3873586
2005-06-07,10.008,10.044,9.973,10.008,1802334
2005-06-08,10.079,10.079,10.008,10.008,3109909
2005-06-09,10.079,10.115,9.973,10.008,3885369
2005-06-10,10.008,10.115,10.008,10.008,2744711
2005-06-13,10.008,10.079,9.973,10.008,3215445
2005-06-14,10.008,10.044,9.901,10.008,5958994
2005-06-15,10.008,10.115,10.008,10.044,2816029
2005-06-16,10.079,10.115,9.973,10.044,2930161
2005-06-17,9.973,10.115,9.973,10.079,2897132
2005-06-20,10.079,10.079,9.973,10.008,1924065
2005-06-21,10.079,10.079,10.008,10.044,2237452
2005-06-22,10.044,10.151,10.044,10.151,4382520
2005-06-23,10.151,10.222,10.151,10.186,4360000
2005-06-24,10.151,10.186,10.079,10.151,2055094
2005-06-27,10.079,10.151,10.079,10.115,1920749
2005-06-28,10.115,10.115,10.008,10.044,5230000
2005-06-29,10.115,10.186,10.079,10.115,4239905
2005-06-30,10.079,10.151,10.008,10.079,4045500
2005-07-04,10.079,10.186,10.079,10.151,3587511
2005-07-05,10.115,10.115,10.079,10.115,3011000
2005-07-06,10.151,10.151,10.044,10.151,2084217
2005-07-07,10.151,10.151,9.973,10.044,9527017
2005-07-08,9.973,10.044,9.866,9.973,9203009
2005-07-11,10.079,10.115,10.044,10.115,3496600
2005-07-12,10.115,10.115,10.008,10.079,4470076
2005-07-13,10.079,10.151,10.008,10.115,3517210
2005-07-14,10.186,10.222,10.115,10.186,6090888
2005-07-15,10.258,10.364,10.222,10.293,12215870
2005-07-18,10.364,10.4,10.293,10.293,3535410
2005-07-19,10.329,10.4,10.258,10.4,3997971
2005-07-20,10.4,10.436,10.364,10.436,5102792
2005-07-21,10.436,10.471,10.329,10.364,2532912
2005-07-22,10.364,10.436,10.293,10.364,5279660
2005-07-25,10.4,10.436,10.329,10.364,3444615
2005-07-26,10.329,10.329,10.222,10.258,5104726
2005-07-27,10.258,10.293,10.186,10.258,5467161
2005-07-28,10.258,10.364,10.222,10.329,4381446
2005-07-29,10.293,10.329,10.258,10.293,3579233
2005-08-01,10.329,10.364,10.258,10.364,3060000
2005-08-02,10.4,10.436,10.329,10.329,3399229
2005-08-03,10.364,10.4,10.258,10.258,3425801
2005-08-04,10.293,10.364,10.258,10.293,1547051
2005-08-05,10.222,10.258,10.151,10.222,4986059
2005-08-08,10.222,10.364,10.186,10.329,4717206
2005-08-09,10.329,10.329,10.186,10.186,4550619
2005-08-10,10.258,10.4,10.258,10.329,8408635
2005-08-11,10.222,10.222,10.079,10.151,10906491
2005-08-12,10.151,10.222,10.044,10.222,8417783
2005-08-15,10.151,10.151,10.079,10.115,3654527
2005-08-16,10.115,10.186,10.115,10.115,3762077
2005-08-17,10.115,10.186,10.079,10.151,4944172
2005-08-18,10.293,10.329,10.044,10.079,8612500
2005-08-19,10.115,10.151,10.008,10.008,4176000
2005-08-22,10.008,10.151,10.008,10.115,3870927
2005-08-23,10.115,10.151,10.008,10.044,2525764
2005-08-24,10.044,10.044,9.973,10.008,3602274
2005-08-25,9.937,10.008,9.901,9.937,5573243
2005-08-26,9.937,10.008,9.937,9.937,5061386
2005-08-29,9.901,9.901,9.723,9.901,12984381
2005-08-30,9.901,9.973,9.866,9.973,5379105
2005-08-31,9.901,10.293,9.866,10.222,5285372
2005-09-01,10.258,10.258,10.077,10.114,6415080
2005-09-02,10.15,10.222,10.005,10.005,2589000
2005-09-05,10.041,10.041,9.969,10.005,3679000
2005-09-06,10.041,10.15,10.005,10.005,4299000
2005-09-07,10.077,10.114,9.969,10.077,7820200
2005-09-08,10.041,10.114,10.005,10.005,3281192
2005-09-09,10.077,10.114,10.005,10.041,2616842
2005-09-12,10.041,10.077,10.005,10.041,2730924
2005-09-13,9.969,10.041,9.933,9.969,4686542
2005-09-14,10.005,10.005,9.716,9.897,13075460
2005-09-15,9.897,9.897,9.788,9.825,2089852
2005-09-16,9.825,9.861,9.752,9.788,2720945
2005-09-20,9.788,9.933,9.752,9.897,3109120
2005-09-21,9.933,9.933,9.788,9.788,3814799
2005-09-22,9.752,9.825,9.716,9.752,3857438
2005-09-23,9.716,9.825,9.716,9.788,1973125
2005-09-26,9.788,9.861,9.752,9.861,2241270
2005-09-27,9.825,9.897,9.825,9.825,14965145
2005-09-28,9.897,9.933,9.861,9.897,6905446
2005-09-29,9.933,10.005,9.897,10.005,5406707
2005-09-30,10.005,10.005,9.897,9.969,12247755
2005-10-03,10.005,10.005,9.861,9.897,5061347
2005-10-04,9.897,9.969,9.897,9.933,2808016
2005-10-05,10.005,10.005,9.788,9.825,4512000
2005-10-06,9.752,9.825,9.716,9.752,7010616
2005-10-07,9.716,9.752,9.572,9.644,8436812
2005-10-10,9.644,9.752,9.608,9.644,2157344
2005-10-12,9.752,9.752,9.427,9.463,10015330
2005-10-13,9.391,9.463,9.247,9.391,18834733
2005-10-14,9.572,9.572,9.283,9.463,7105058
2005-10-17,9.463,9.572,9.427,9.463,4475846
2005-10-18,9.5,9.536,9.427,9.427,2778626
2005-10-19,9.355,9.427,9.211,9.247,6772132
2005-10-20,9.211,9.319,9.174,9.247,5336000
2005-10-21,9.247,9.319,9.247,9.319,3102521
2005-10-24,9.355,9.355,9.211,9.247,3191548
2005-10-25,9.355,9.355,9.247,9.247,3080266
2005-10-26,9.319,9.319,9.138,9.211,4591034
2005-10-27,9.174,9.174,8.813,8.885,15538827
2005-10-28,8.741,8.885,8.633,8.669,13353057
2005-10-31,8.777,8.885,8.705,8.813,5715500
2005-11-01,8.813,9.138,8.813,9.102,10664798
2005-11-02,9.174,9.391,9.174,9.355,12043000
2005-11-03,9.427,9.536,9.391,9.5,10685000
2005-11-04,9.5,9.5,9.283,9.283,6570308
2005-11-07,9.283,9.283,9.066,9.066,3941675
2005-11-08,9.247,9.247,9.102,9.174,5225539
2005-11-09,9.283,9.391,9.211,9.355,4393935
2005-11-10,9.391,9.391,9.283,9.319,2039947
2005-11-11,9.391,9.5,9.319,9.463,6185001
2005-11-14,9.463,9.716,9.427,9.427,8071110
2005-11-15,9.463,9.463,9.319,9.319,6871382
2005-11-16,9.391,9.427,9.283,9.283,3129929
2005-11-17,9.355,9.391,9.247,9.355,3915394
2005-11-18,9.427,9.572,9.427,9.536,6160619
2005-11-21,9.644,9.752,9.572,9.608,9824875
2005-11-22,9.644,9.644,9.536,9.608,3268810
2005-11-23,9.716,9.716,9.608,9.716,4227470
2005-11-24,9.752,9.752,9.644,9.68,2632018
2005-11-25,9.716,9.716,9.572,9.644,871000
2005-11-28,9.68,9.825,9.608,9.788,4151306
2005-11-29,9.752,9.788,9.716,9.752,2273135
2005-11-30,9.788,9.825,9.608,9.716,3010109
2005-12-01,9.716,9.788,9.608,9.788,3771186
2005-12-02,9.825,9.861,9.752,9.861,4290440
2005-12-05,9.861,9.897,9.752,9.825,2794849
2005-12-06,9.788,9.788,9.572,9.572,7539016
2005-12-07,9.68,9.752,9.572,9.716,4857707
2005-12-08,9.788,9.788,9.572,9.608,4886006
2005-12-09,9.572,9.716,9.572,9.608,1795515
2005-12-12,9.68,9.752,9.608,9.644,3257860
2005-12-13,9.68,9.68,9.536,9.608,2540932
2005-12-14,9.716,9.716,9.5,9.572,1860268
2005-12-15,9.608,9.644,9.536,9.644,3823201
2005-12-16,9.68,9.752,9.608,9.644,5785200
2005-12-19,9.716,9.861,9.68,9.788,3525223
2005-12-20,9.897,9.897,9.788,9.825,1821831
2005-12-21,9.861,9.969,9.861,9.897,5683009
2005-12-22,9.969,9.969,9.825,9.825,1575513
2005-12-23,9.825,9.933,9.788,9.897,2790400
2005-12-28,9.933,9.933,9.788,9.788,2196822
2005-12-29,9.933,9.933,9.788,9.861,2352696
2005-12-30,9.861,9.861,9.608,9.825,3988500
2006-01-03,9.825,9.969,9.788,9.897,8176965
2006-01-04,10.077,10.258,10.041,10.15,22186374
2006-01-05,10.33,10.33,10.186,10.222,9208784
2006-01-06,10.366,10.366,10.186,10.294,13505987
2006-01-09,10.403,10.403,10.222,10.366,11611999
2006-01-10,10.475,10.475,10.186,10.294,4931555
2006-01-11,10.403,10.403,10.186,10.186,3571503
2006-01-12,10.439,10.439,10.222,10.258,4279820
2006-01-13,10.294,10.33,10.186,10.33,5084987
2006-01-16,10.33,10.33,10.222,10.222,2465965
2006-01-17,10.33,10.33,10.15,10.186,6213301
2006-01-18,10.15,10.15,10.041,10.077,5181636
2006-01-19,10.222,10.258,10.077,10.222,3674367
2006-01-20,10.294,10.294,10.077,10.258,3739401
2006-01-23,10.222,10.222,9.933,10.005,7555290
2006-01-24,10.186,10.186,10.005,10.005,1955281
2006-01-25,10.15,10.186,10.041,10.041,2544761
2006-01-26,10.258,10.258,10.15,10.222,5271314
2006-01-27,10.222,10.33,10.186,10.222,7519344
2006-02-01,10.439,10.439,10.186,10.222,5676233
2006-02-02,10.33,10.33,10.186,10.222,5229618
2006-02-03,10.294,10.294,10.041,10.114,7328137
2006-02-06,10.114,10.114,10.005,10.041,5171440
2006-02-07,10.186,10.186,10.005,10.186,4492782
2006-02-08,10.294,10.294,10.005,10.005,4044111
2006-02-09,10.15,10.15,10.005,10.041,3768823
2006-02-10,10.077,10.114,10.005,10.077,3421965
2006-02-13,10.114,10.114,10.005,10.114,5884514
2006-02-14,10.15,10.222,10.114,10.186,7091741
2006-02-15,10.33,10.403,10.258,10.294,14725879
2006-02-16,10.366,10.439,10.258,10.258,11136211
2006-02-17,10.366,10.366,10.186,10.258,4098768
2006-02-20,10.258,10.366,10.258,10.258,4244000
2006-02-21,10.439,10.439,10.258,10.33,5294832
2006-02-22,10.403,10.403,10.33,10.403,5042428
2006-02-23,10.403,10.475,10.294,10.439,7400729
2006-02-24,10.475,10.475,10.294,10.294,2335750
2006-02-27,10.475,10.475,10.33,10.439,5652580
2006-02-28,10.475,10.475,10.366,10.403,6087101
2006-03-01,10.439,10.439,10.366,10.403,3627262
2006-03-02,10.475,10.475,10.366,10.403,4687881
2006-03-03,10.403,10.403,10.222,10.222,5903897
2006-03-06,10.33,10.403,10.186,10.258,4074264
2006-03-07,10.366,10.366,10.15,10.186,6412158
2006-03-08,10.294,10.294,9.788,9.861,18530650
2006-03-09,9.897,10.041,9.825,9.933,7417587
2006-03-10,10.041,10.041,9.897,9.897,4468166
2006-03-13,10.005,10.005,9.897,9.933,3195646
2006-03-14,10.041,10.041,9.825,9.825,7686748
2006-03-15,9.861,10.005,9.861,9.933,11001916
2006-03-16,10.005,10.005,9.861,9.897,4222643
2006-03-17,9.969,10.005,9.897,9.969,3596894
2006-03-20,10.077,10.077,9.969,10.041,2953123
2006-03-21,10.114,10.15,10.005,10.077,6965709
2006-03-22,10.114,10.114,9.861,9.933,6637779
2006-03-23,10.005,10.041,9.897,9.969,3941865
2006-03-24,9.969,10.005,9.897,10.005,3664052
2006-03-27,10.077,10.114,10.005,10.041,3955967
2006-03-28,10.077,10.114,9.969,10.041,4626350
2006-03-29,10.005,10.005,9.933,9.933,5064824
2006-03-30,9.969,10.041,9.933,9.933,5475843
2006-03-31,10.041,10.041,9.825,9.825,6509025
2006-04-03,9.861,9.933,9.825,9.861,7700481
2006-04-04,9.897,9.969,9.861,9.897,6419840
2006-04-06,10.005,10.294,9.897,10.114,15171791
2006-04-07,10.114,10.15,9.969,10.077,3179572
2006-04-10,10.186,10.186,9.933,10.005,10115042
2006-04-11,10.041,10.041,9.897,9.933,3556235
2006-04-12,9.969,10.005,9.825,9.825,9095125
2006-04-13,9.825,10.005,9.825,9.933,4145903
2006-04-18,10.077,10.077,9.861,9.969,5616172
2006-04-19,10.005,10.077,9.897,10.041,7841986
2006-04-20,10.077,10.077,9.969,9.969,4566243
2006-04-21,10.041,10.041,9.933,10.005,6647800
2006-04-24,9.969,9.969,9.825,9.861,8675000
2006-04-25,9.969,9.969,9.861,9.897,8459314
2006-04-26,9.933,9.933,9.861,9.933,4086062
2006-04-27,9.969,10.077,9.897,10.041,9394862
2006-04-28,10.005,10.077,9.897,10.041,5191883
2006-05-02,10.114,10.114,10.005,10.077,7065590
2006-05-03,10.173,10.173,10.026,10.063,9002200
2006-05-04,10.063,10.1,10.026,10.026,3758676
2006-05-08,10.1,10.136,10.026,10.063,6482860
2006-05-09,10.063,10.1,9.989,10.063,6834690
2006-05-10,10.063,10.1,9.989,10.026,6207006
2006-05-11,10.026,10.1,9.989,10.063,9597637
2006-05-12,9.989,10.026,9.915,9.989,6566102
2006-05-15,9.952,9.952,9.842,9.878,9990595
2006-05-16,9.842,9.915,9.768,9.842,9152581
2006-05-17,9.842,9.915,9.768,9.768,12395499
2006-05-18,9.731,9.805,9.731,9.731,7303450
2006-05-19,9.731,9.805,9.694,9.731,8458760
2006-05-22,9.731,9.731,9.473,9.473,11048470
2006-05-23,9.657,9.657,9.51,9.62,10102177
2006-05-24,9.694,9.694,9.51,9.584,9171196
2006-05-25,9.51,9.51,9.436,9.473,11514069
2006-05-26,9.584,9.584,9.473,9.51,4963000
2006-05-29,9.584,9.584,9.51,9.547,2751482
2006-05-30,9.547,9.584,9.399,9.399,2735100
2006-06-01,9.584,9.657,9.325,9.399,7852448
2006-06-02,9.473,9.62,9.473,9.547,4543705
2006-06-05,9.547,9.547,9.547,9.547,0
2006-06-06,9.547,9.547,9.547,9.547,0
2006-06-07,9.547,9.547,9.547,9.547,0
2006-06-08,9.547,9.547,9.547,9.547,0
2006-06-09,9.694,10.505,9.584,10.21,63128206
2006-06-12,10.358,10.468,10.21,10.284,25668586
2006-06-13,10.321,10.321,9.915,10.026,10260704
2006-06-14,10.173,10.173,9.952,10.1,6331414
2006-06-15,10.173,10.173,9.915,9.952,8441918
2006-06-16,10.1,10.1,9.915,9.952,6085365
2006-06-19,10.063,10.063,9.915,9.952,8752800
2006-06-20,9.989,9.989,9.842,9.952,6566197
2006-06-21,10.026,10.026,9.878,9.915,5883600
2006-06-22,9.952,9.989,9.731,9.878,16219538
2006-06-23,9.805,9.842,9.731,9.768,3719363
2006-06-26,9.842,9.842,9.694,9.842,11945489
2006-06-27,9.952,9.952,9.694,9.694,7799163
2006-06-28,9.768,9.768,9.62,9.731,8649736
2006-06-29,9.842,9.842,9.731,9.805,10523897
2006-06-30,9.952,10.026,9.878,10.026,9706012
2006-07-03,10.026,10.026,9.842,9.989,4118260
2006-07-04,10.063,10.247,9.989,10.1,8285800
2006-07-05,10.173,10.173,9.952,10.1,6755950
2006-07-06,9.952,10.1,9.952,10.1,5406708
2006-07-07,10.026,10.136,10.026,10.1,2964440
2006-07-10,10.1,10.173,10.026,10.136,1417300
2006-07-11,10.1,10.173,10.026,10.136,2565000
2006-07-12,10.173,10.247,10.136,10.173,7304634
2006-07-13,10.1,10.247,10.063,10.1,7128917
2006-07-14,10.026,10.1,9.952,10.026,8075214
2006-07-17,9.878,9.952,9.805,9.915,9309500
2006-07-18,9.878,9.989,9.768,9.989,5766668
2006-07-19,10.026,10.026,9.915,9.952,2915022
2006-07-20,10.136,10.136,9.989,9.989,4006000
2006-07-21,10.136,10.136,9.989,10.1,977600
2006-07-24,10.07,10.085,9.967,10.085,3065666
2006-07-25,10.1,10.203,10.1,10.159,7403421
2006-07-26,10.1,10.217,10.1,10.173,5593449
2006-07-27,10.1,10.247,10.1,10.232,4265084
2006-07-28,10.262,10.291,10.232,10.262,6062304
2006-07-31,10.321,10.321,10.247,10.262,4033500
2006-08-01,10.321,10.321,10.262,10.262,3268924
2006-08-02,10.262,10.321,10.247,10.306,3851189
2006-08-03,10.321,10.321,10.276,10.321,4441566
2006-08-04,10.321,10.335,10.203,10.217,4533188
2006-08-07,10.247,10.321,10.203,10.262,1670000
2006-08-08,10.291,10.321,10.144,10.247,4041826
2006-08-09,10.247,10.394,10.159,10.335,6357080
2006-08-10,10.321,10.335,10.173,10.262,4997500
2006-08-11,10.262,10.498,10.247,10.453,15546473
2006-08-14,10.321,10.468,10.321,10.439,3704900
2006-08-15,10.394,10.468,10.394,10.453,4365336
2006-08-16,10.498,10.616,10.468,10.542,7300202
2006-08-17,10.527,10.542,10.468,10.542,3778593
2006-08-18,10.527,10.616,10.468,10.557,4968760
2006-08-21,10.645,10.645,10.424,10.542,3062451
2006-08-22,10.542,10.542,10.409,10.498,2981837
2006-08-23,10.409,10.542,10.409,10.542,2905585
2006-08-24,10.512,10.527,10.453,10.512,5488149
2006-08-25,10.571,10.571,10.512,10.557,3636670
2006-08-28,10.571,10.586,10.498,10.512,2761208
2006-08-29,10.571,10.616,10.394,10.601,3738450
2006-08-30,10.66,10.689,10.571,10.689,6162385
2006-08-31,10.809,10.899,10.779,10.854,11649230
2006-09-01,10.854,11.018,10.824,10.988,15295155
2006-09-04,11.123,11.168,11.093,11.108,11455500
2006-09-05,11.108,11.138,10.973,11.018,3735589
2006-09-06,11.063,11.063,10.869,10.928,3567971
2006-09-07,10.973,10.988,10.764,10.854,3321250
2006-09-08,10.839,10.988,10.839,10.973,3756447
2006-09-11,10.988,11.033,10.854,10.914,3963012
2006-09-12,11.003,11.153,10.914,11.078,6448190
2006-09-13,11.168,11.242,11.123,11.213,7607053
2006-09-14,11.227,11.287,11.063,11.213,4614429
2006-09-15,11.108,11.437,11.108,11.347,7259061
2006-09-18,11.362,11.721,11.362,11.646,12450420
2006-09-19,11.766,11.766,11.676,11.706,8563237
2006-09-20,11.706,11.975,11.661,11.945,8899280
2006-09-21,12.169,12.244,11.945,11.99,10433147
2006-09-22,12.095,12.11,11.691,11.796,7197971
2006-09-25,11.885,11.99,11.766,11.87,4119763
2006-09-26,11.96,12.08,11.9,12.035,8888945
2006-09-27,12.11,12.184,12.11,12.139,5394819
2006-09-28,12.184,12.199,11.945,11.96,7252209
2006-09-29,11.96,12.035,11.706,11.96,5709460
2006-10-03,11.885,12.065,11.766,11.945,5563664
2006-10-04,12.334,12.334,12.11,12.125,6664603
2006-10-05,12.289,12.289,12.08,12.08,4904684
2006-10-06,12.244,12.528,12.125,12.513,13563614
2006-10-09,12.468,12.483,12.125,12.304,8544500
2006-10-10,12.409,12.588,12.334,12.468,3925800
2006-10-11,12.483,12.737,12.483,12.723,6902365
2006-10-12,12.782,12.962,12.708,12.708,6761580
2006-10-13,12.902,12.902,12.603,12.633,3542434
2006-10-16,12.663,12.693,12.513,12.573,3241115
2006-10-17,12.498,12.558,12.364,12.424,9714235
2006-10-18,12.259,12.543,12.244,12.379,6662400
2006-10-19,12.274,12.558,12.274,12.438,5268553
2006-10-20,12.409,12.543,12.379,12.468,5563000
2006-10-23,12.483,12.648,12.483,12.633,6270998
2006-10-24,12.708,12.902,12.678,12.797,7771703
2006-10-25,12.902,12.917,12.588,12.648,5747033
2006-10-26,12.723,12.723,12.379,12.483,9213000
2006-10-27,12.468,12.708,12.468,12.573,10086900
2006-10-31,12.663,12.723,12.633,12.693,8776850
2006-11-01,12.857,12.902,12.693,12.782,9509434
2006-11-02,12.812,12.857,12.618,12.857,5770863
2006-11-03,12.648,12.857,12.648,12.693,2590606
2006-11-06,12.827,12.827,12.678,12.737,3041659
2006-11-07,12.708,12.782,12.558,12.573,4271778
2006-11-08,12.917,12.917,12.708,12.708,6254975
2006-11-09,12.752,12.917,12.752,12.812,2907253
2006-11-10,12.708,12.857,12.708,12.857,3092219
2006-11-13,12.932,12.932,12.723,12.902,3001611
2006-11-14,12.932,13.156,12.902,13.126,5028395
2006-11-15,13.186,13.829,13.186,13.649,9550865
2006-11-16,13.709,14.307,13.709,13.904,11253676
2006-11-17,14.053,14.546,14.053,14.188,7558411
2006-11-20,14.053,14.173,13.709,13.724,6745953
2006-11-21,13.784,13.963,13.739,13.754,2990700
2006-11-22,13.978,14.053,13.829,14.053,4549228
2006-11-23,14.053,14.083,13.919,14.083,3213000
2006-11-24,13.829,14.352,13.829,14.158,4980943
2006-11-27,14.158,14.158,13.933,13.963,2216842
2006-11-28,13.754,13.814,13.425,13.515,8648844
2006-11-29,13.455,13.754,13.395,13.62,5196678
2006-11-30,13.829,13.948,13.455,13.739,5950062
2006-12-01,13.799,13.799,13.156,13.216,4814400
2006-12-04,13.156,13.709,13.156,13.62,6975403
2006-12-05,13.859,14.143,13.844,14.083,5678887
2006-12-06,14.083,14.203,13.933,14.053,2930063
2006-12-07,14.053,14.143,13.948,13.978,3286608
2006-12-08,13.978,14.143,13.889,13.948,2625490
2006-12-11,14.068,14.427,14.008,14.352,7049291
2006-12-12,14.232,14.397,13.933,14.053,6194751
2006-12-13,14.053,14.188,13.904,13.963,1915706
2006-12-14,13.978,14.232,13.963,14.188,3353571
2006-12-15,14.173,14.427,14.113,14.412,6623335
2006-12-18,14.277,14.352,14.173,14.188,3529381
2006-12-19,14.203,14.203,13.844,13.889,4475206
2006-12-20,13.874,14.113,13.784,14.053,3279406
2006-12-21,14.203,14.203,13.963,13.963,1783000
2006-12-22,13.978,14.203,13.978,14.053,1560068
2006-12-27,13.889,14.038,13.784,14.038,1835665
2006-12-28,14.203,14.457,14.068,14.457,7683105
2006-12-29,14.442,14.442,14.128,14.352,2394313
2007-01-02,14.337,14.517,14.322,14.517,3928438
2007-01-03,14.517,14.531,13.679,13.933,27217000
2007-01-04,14.053,14.232,13.978,14.053,10940458
2007-01-05,14.068,14.143,13.829,14.038,19221346
2007-01-08,14.038,14.053,13.649,13.649,8489932
2007-01-09,13.694,13.874,13.694,13.859,18258157
2007-01-10,13.829,14.158,13.62,14.158,14126536
2007-01-11,14.218,14.457,14.203,14.337,17096715
2007-01-12,14.651,15.361,14.651,15.174,19746431
2007-01-15,15.399,15.959,15.324,15.585,11906671
2007-01-16,15.137,15.473,15.1,15.212,8408841
2007-01-17,15.137,15.81,15.062,15.548,17924580
2007-01-18,15.698,15.698,15.174,15.511,11593488
2007-01-19,15.548,16.52,15.511,15.997,11156255
2007-01-22,15.997,16.146,15.772,16.146,7140315
2007-01-23,15.922,15.959,15.548,15.81,5297953
2007-01-24,15.585,15.585,14.905,15.212,10097796
2007-01-25,15.137,15.249,14.89,15.249,8329690
2007-01-26,14.875,15.399,14.696,15.361,10582493
2007-01-29,15.361,15.772,15.286,15.511,3968049
2007-01-30,15.585,15.847,15.548,15.548,2667132
2007-01-31,15.548,15.548,14.651,15.062,5903257
2007-02-01,15.137,15.66,14.95,15.623,6327766
2007-02-02,15.735,15.81,15.286,15.473,4651650
2007-02-05,15.1,15.361,15.1,15.286,3992000
2007-02-06,15.286,15.623,15.286,15.473,3388908
2007-02-07,15.698,16.258,15.585,16.183,4696419
2007-02-08,16.258,16.52,15.698,16.258,7738965
2007-02-09,15.698,16.258,15.698,16.109,2727400
2007-02-12,15.922,16.408,15.884,16.296,3941670
2007-02-13,16.296,16.408,15.81,15.959,4187918
2007-02-14,16.071,16.296,15.922,15.997,2873000
2007-02-15,16.333,16.333,15.997,16.071,3049942
2007-02-16,16.109,16.258,15.847,15.997,2069480
2007-02-21,15.997,16.183,15.772,15.997,3419136
2007-02-22,16.258,16.258,15.997,16.221,4277663
2007-02-23,16.183,16.183,15.66,15.847,4698127
2007-02-26,15.511,15.772,15.324,15.436,5540000
2007-02-27,15.511,15.511,14.905,14.95,10599391
2007-02-28,14.502,14.651,14.322,14.561,13948754
2007-03-01,14.561,14.651,14.382,14.502,6370974
2007-03-02,14.487,14.591,14.367,14.427,8831044
2007-03-05,14.113,14.277,13.754,13.769,12423000
2007-03-06,13.814,14.203,13.814,14.098,11865025
2007-03-07,14.397,14.651,14.113,14.352,12444527
2007-03-08,14.218,14.875,14.203,14.576,12571000
2007-03-09,14.277,14.741,14.277,14.487,15733485
2007-03-12,14.651,14.681,14.531,14.621,6756548
2007-03-13,14.621,14.741,14.576,14.666,7203109
2007-03-14,14.053,14.427,14.053,14.307,5612231
